"SiteID","RegionCode","Region","Location","RawSite","Lat","Long","Habitat","Comments"
2087,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Krishka Island, Rakovoi Bay","615",56.57,-134.94,"Gravel-Cobble",""
2088,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Small Arm","616",56.71,-134.96,"Eelgrass",""
2089,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, St. Lazaria","617",56.97,-135.7,"not reported",""
2090,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, St. Lazaria","618",56.97,-135.65,"not reported",""
2091,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, St. Lazaria","619",56.97,-135.83,"not reported",""
2092,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, St. Lazaria","620",56.96,-135.8,"not reported",""
2093,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, St. Lazaria","621",56.97,-135.72,"not reported",""
2094,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, St. John Baptist Bay","622",57.29,-135.58,"not reported","45 min tow; upper end of Salisbury Sound; wpt 254 net out; 256 start of tow; 257 haul back; 258 doors out of water; 259 net on board."
2095,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound","623",57.33,-135.68,"not reported","jigging at ~90 m on near-bottom echosign"
2096,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound","624",57.36,-135.72,"not reported","fishing on near-bottom sign at ~65 m at edge of slope"
2097,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, St. John Baptist Bay","625",57.28,-135.55,"Eelgrass",""
2098,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, St. John Baptist Bay","626",57.28,-135.55,"Sand-Gravel",""
2099,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound","627",57.35,-135.75,"not reported","start lat is wpt 271 when line is out; end lat/long is 272, haul back."
2100,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound","628",57.37,-135.83,"not reported",""
2101,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Kruzof Island, Kalinin Bay","629",57.32,-135.78,"Kelp","very kelpy"
2102,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, Kane Islands","630",57.3,-135.63,"Gravel-Cobble","bad seine site; beach very very rocky with large razor sharp barnacles; very difficult to retrieve net."
2103,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Kruzof Island, Kalinin Bay","631",57.31,-135.78,"Sand-Gravel",""
2104,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, Kane Islands","632",57.32,-135.63,"Eelgrass-Kelp","big snarl/foul up in rings on seine"
2105,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Kruzof Island, Kalinin Bay","633",57.31,-135.78,"Sand-Gravel",""
2106,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, Zeal Point","634",57.28,-135.58,"Kelp",""
2107,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Ilin Bay","635",57.83,-136.37,"Eelgrass",""
2108,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Ilin Bay","636",57.84,-136.37,"Kelp",""
2109,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Ilin Bay","637",57.84,-136.37,"Eelgrass",""
2110,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay","638",57.83,-136.39,"Eelgrass-Kelp",""
2111,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Porcupine Bay","639",57.83,-136.35,"Gravel-Cobble","slightly skewed tow"
2112,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Porcupine Bay","640",57.83,-136.35,"Eelgrass-Kelp",""
2113,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Porcupine Bay","641",57.83,-136.36,"Eelgrass-Kelp",""
2114,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Graves Harbor","642",58.29,-136.69,"not reported","no fish! Tracked trawl using TDR U-11338; time = 51:54; 1 depth: 4.05 m; max depth: 6.01 m; temp: 5.24 C, 5.12 C min."
2115,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Graves Harbor","643",58.27,-136.68,"Sand-Gravel","2 CTD drops, one very shallow (cold and fresh) and one in 6ft depth"
2116,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Graves Harbor, Murphy Cove","644",58.26,-136.71,"Sand-Gravel","habitat: mostly sand with sparse kelp"
2117,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Graves Harbor","645",58.27,-136.68,"Kelp",""
2118,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Graves Harbor","646",58.27,-136.67,"Kelp",""
2119,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Graves Harbor, Murphy Cove","647",58.27,-136.71,"Kelp",""
2120,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Sunday Harbor","648",59.27,-150.97,"Eelgrass","T= 5.56 C
P.S.S = 31.41"
2121,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Sunday Harbor","649",59.27,-150.98,"Kelp","T= 5.53 C
P.S.S. = 30.74
Previous set snagged large tree, this was a reset of that haul (no recorded)."
2122,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, West Arm","650",59.29,-151.13,"Kelp","drop camera"
2123,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, West Arm","651",59.29,-151.12,"Eelgrass-Kelp","T = 6.40 C
PSS = 31.35
patches of eel grass mixed in with laminaria kelp"
2124,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Taylor Bay","652",59.31,-151.02,"Kelp","T = 5.71
PSS = 31.36
lettuce kelp; medium dense"
2125,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Taylor Bay","653",59.31,-151.03,"Eelgrass-Kelp","T=6.26 C
PSS = 30.28"
2126,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Kitoi Bay","655",58.19,-152.32,"Gravel-Cobble",""
2127,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Saposa Bay","656",58.27,-152.25,"Eelgrass",""
2128,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Kitoi Bay","657",58.19,-152.36,"Kelp",""
2129,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Kitoi Bay","658",58.19,-152.33,"Kelp",""
2130,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Saposa Bay","659",58.25,-152.27,"Kelp",""
2131,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Saposa Bay","660",58.25,-152.28,"Kelp","habitat is educated guess"
2132,"GOA","Gulf of Alaska","Kenai Peninsula, Izhuit Bay","661",59.89,-149.64,"Kelp",""
2133,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay, Three Hole Bay","662",59.76,-149.64,"Kelp","mouth of 3-hole bay; water very clear"
2134,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay","663",59.9,-149.72,"Kelp","kelp; set was okay, lot of wind. Tangle in purse line at beginning of retrieval."
2135,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay","664",59.88,-149.71,"Kelp","west side above sill; kelp (camera); clear water"
2136,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay, Coleman Bay","665",59.87,-149.62,"Kelp",""
2137,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay","666",59.88,-149.66,"Kelp","drop camera"
2138,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay","667",57.31,-153.16,"Eelgrass",""
2139,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay","668",57.31,-153.16,"Eelgrass",""
2140,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay","669",57.33,-153.16,"Eelgrass","set classified as good athough set was high and wind and net recovery was difficult. Slight net tangle at end."
2141,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay, Shearwater Bay","670",57.32,-152.91,"Kelp","shearwater east side"
2142,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay, Shearwater Bay","671",57.32,-152.9,"Eelgrass-Kelp",""
2143,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay, Santa Flavia Bay","672",57.3,-152.84,"Kelp",""
2144,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay, Santa Flavia Bay","673",57.3,-152.84,"Kelp",""
2145,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Krishka Island, Rakovoi Bay","674",56.57,-134.94,"Kelp","temp/salinity off."
2146,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Great Arm","675",56.73,-134.83,"Eelgrass-Kelp","lots of silver salmon in area"
2147,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Great Arm","676",56.68,-134.85,"Eelgrass-Kelp","cast T: 14.14
psu: 25.73; net clogged with small jellies"
2149,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Small Arm","678",56.72,-134.98,"Eelgrass-Kelp",""
2150,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Small Arm","679",56.71,-134.96,"Eelgrass","live birth of shiner perch!"
2151,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Krishka Island, Kritoi Basin","680",56.58,-134.99,"Kelp","laminaria kelp"
2152,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Krishka Island, Port Banks","681",56.57,-134.98,"not reported","jigging on herring looking sign in Port Banks"
2153,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Great Arm","682",56.65,-134.9,"not reported","jigging on acoustic sign Great Arm"
2154,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Small Arm","683",56.71,-134.98,"not reported","jigging on sign in Small Arm"
2157,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Kruzof Island, Kalinin Bay","686",57.31,-135.78,"Sand-Gravel","flat and sandy; some kelp"
2158,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Kruzof Island, Kalinin Bay","687",57.32,-135.78,"Eelgrass-Kelp",""
2159,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, Zeal Point","688",57.29,-135.6,"Kelp","bull kelp"
2160,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, Zeal Point","689",57.28,-135.58,"Kelp","may have been taken too deep; kelp on bottom"
2161,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, Zeal Point","690",57.28,-135.58,"Kelp",""
2162,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, Kane Islands","691",57.32,-135.63,"Eelgrass-Kelp",""
2164,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Ilin Bay","693",57.83,-136.37,"Eelgrass",""
2165,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay","694",57.82,-136.4,"Eelgrass-Kelp",""
2166,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay","695",57.83,-136.39,"Eelgrass-Kelp","clear water"
2168,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Porcupine Bay","697",57.83,-136.35,"Eelgrass-Kelp",""
2169,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Ilin Bay","698",57.84,-136.37,"Kelp",""
2170,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay","699",57.83,-136.39,"Eelgrass-Kelp",""
2172,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Torch Bay","701",58.33,-136.77,"Eelgrass",""
2173,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Torch Bay","702",58.32,-136.77,"Kelp",""
2174,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Torch Bay","703",58.32,-136.77,"Kelp",""
2177,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Graves Harbor, Murk Bay","706",58.3,-136.74,"Kelp",""
2178,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Graves Harbor, Murphy Cove","707",58.27,-136.71,"Kelp","ribbon kelp"
2179,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Graves Harbor","708",58.27,-136.68,"Kelp","mixed kelp bottom"
2180,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay","709",57.31,-153.16,"Eelgrass","Sunny day; thick eelgrass"
2181,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay","710",57.33,-153.16,"Eelgrass",""
2182,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay","711",57.31,-153.16,"Eelgrass",""
2183,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay, Shearwater Bay","712",57.32,-152.91,"Kelp",""
2184,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay, Santa Flavia Bay","713",57.3,-152.84,"Kelp","kelp bottom, laminaria and ribbon kelp. Large boulders in area"
2185,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay","714",57.32,-153.15,"not reported","Kaluika Bay"
2186,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay","715",57.27,-152.87,"not reported",""
2189,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Kitoi Bay","718",58.19,-152.32,"Gravel-Cobble",""
2190,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Saposa Bay","719",58.27,-152.25,"Eelgrass","nearby salinity of 18.0"
2191,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Kitoi Bay","720",58.19,-152.33,"Kelp","variety of kelp including bull kelp"
2192,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Kitoi Bay","721",58.19,-152.35,"Kelp","did not split herring by size composition"
2193,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Saposa Bay","723",58.25,-152.27,"Kelp",""
2195,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, West Arm","725",59.3,-151.29,"Eelgrass-Kelp","clear water and sunny"
2196,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick","726",59.22,-151.08,"not reported","jig 01 - port dick"
2197,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick","727",59.24,-151.03,"not reported","jig 2 - port dick"
2198,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, West Arm","728",59.3,-151.04,"not reported","jig 4 - port dick"
2199,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, West Arm","729",59.3,-151.21,"Eelgrass",""
2200,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, West Arm","730",59.29,-151.13,"Kelp","kelp bottom; low catch, very clear water, sunny; large schools of salmon in area"
2201,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Taylor Bay","731",59.31,-151.03,"Eelgrass-Kelp","some kelp, sparse; on edge of eelgrass bed"
2202,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Taylor Bay","732",59.31,-151.02,"Eelgrass-Kelp",""
2203,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Sunday Harbor","733",59.27,-150.98,"Kelp","need to take into account lengthed sandlance in subsample to generate proper lengthcomp; sandlance in subsample were smaller than those whole hauled"
2204,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Sunday Harbor","734",59.27,-150.97,"Kelp","kelp bottom; close to shore"
2205,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Sunday Harbor","735",59.27,-150.97,"Eelgrass-Kelp",""
2206,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, West Arm","736",59.29,-151.12,"Eelgrass-Kelp","slightly different location then previous beach seines in the area due to low tide and access"
2207,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay","737",58.22,-152.29,"not reported","jig 02;"
2209,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, West Arm","739",59.29,-151.05,"not reported","jig 5;"
2210,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, West Arm","740",59.26,-151.12,"not reported","strong drifting; slight chop"
2214,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick","744",59.89,-149.64,"Kelp","rocky bottom; sparse kelp; snagged large rock and stick, prob lost some catch; inner part of set sand/gravel, not the best site due to large cobble and rocks near shore"
2215,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay, Three Hole Bay","745",59.76,-149.64,"Kelp","kelp bottom; clear water and sunny weather"
2216,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay","746",59.9,-149.72,"Kelp","kelp bottom; very turbid water, glacial runoff"
2217,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay","747",59.88,-149.71,"Kelp","kelp bottom; turbid/silty water, sunny weather"
2218,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay","748",59.88,-149.74,"Eelgrass-Kelp","pederson lagoon; did not catch anything. Rocky bottom, mostly sand/gravel. Very sparse kelp/eelgrass. Set done at high tide, 8-12 ft deep. Similar to shallow area in Murphy cove"
2219,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay, Coleman Bay","749",59.87,-149.62,"Kelp","laminaria kelp bottom; clear water and sunny weather; many river otters close by seine area"
2220,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay","750",59.88,-149.66,"Kelp","light kelp on bottom"
2223,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, St. John Baptist Bay","753",57.28,-135.55,"Sand-Gravel",""
2224,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, St. John Baptist Bay","754",57.28,-135.55,"Eelgrass",""
2225,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, Zeal Point","755",57.28,-135.58,"Kelp",""
2226,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, Zeal Point","756",57.29,-135.6,"Kelp",""
2227,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, Kane Islands","757",57.32,-135.63,"Eelgrass-Kelp",""
2228,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Kruzof Island, Kalinin Bay","758",57.31,-135.78,"Sand-Gravel",""
2229,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound","759",57.33,-135.68,"not reported",""
2230,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound","760",57.36,-135.72,"not reported","67 m deep on bottom jigging; suspected rockfish"
2232,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, St. Lazaria","762",56.99,-135.68,"not reported",""
2233,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, St. Lazaria","763",56.98,-135.72,"not reported",""
2234,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, St. Lazaria","764",56.98,-135.73,"not reported",""
2235,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Great Arm","765",56.73,-134.83,"Eelgrass-Kelp","took CTD cast - top 2-3 m of water very fresh after that pretty uniform ~31 PSU"
2236,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Great Arm","766",56.68,-134.85,"Eelgrass-Kelp","GPS unit - accuracy within 10 m; took CTD cast"
2237,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Krishka Island, Rakovoi Bay","767",56.57,-134.94,"Sand-Gravel","GPS accuracy only within 34 m - used chart plotter location instead"
2238,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Krishka Island, Rakovoi Bay","768",56.57,-134.94,"Eelgrass",""
2239,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Krishka Island, Kritoi Basin","769",56.58,-134.99,"Kelp",""
2240,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Small Arm","770",56.72,-134.98,"Eelgrass-Kelp","took CTD cast; went a bit too deep on the set, only got a portion of the habitat"
2241,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Small Arm","771",56.71,-134.96,"Eelgrass","GPS accuracy withing 23 m; small arm hole, chose deepest section of purse seine; not the most dense part of the eelgrass bed"
2243,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Great Arm","773",56.7,-134.87,"not reported",""
2244,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Great Arm","774",56.62,-134.95,"not reported",""
2245,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Krishka Island, Rakovoi Bay","775",56.57,-134.94,"not reported",""
2246,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Small Arm","776",56.66,-134.99,"not reported","midwater sign at 40 meters"
2247,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Small Arm","777",56.67,-135,"not reported",""
2248,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Small Arm","778",56.68,-135,"not reported",""
2249,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Small Arm","779",56.69,-134.98,"not reported","on botttom sign"
2252,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay","783",57.31,-153.16,"Eelgrass","no catch; eelgrass habitat"
2253,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay","784",57.33,-153.16,"Eelgrass","clear water; overcast; eelgrass bottom"
2254,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay, Shearwater Bay","785",57.32,-152.91,"Kelp",""
2255,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay, Shearwater Bay","786",57.32,-152.91,"Kelp",""
2256,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay, Santa Flavia Bay","787",57.3,-152.84,"Kelp","purse line hard to pull; snagged on kelp or rocks."
2257,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay, Santa Flavia Bay","788",57.3,-152.84,"Kelp","kelp bottom; caught only larval fish"
2261,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Sunday Harbor","792",59.27,-150.98,"Kelp",""
2262,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Sunday Harbor","793",59.27,-150.97,"Kelp","overcast; wind and rain"
2263,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Sunday Harbor","794",59.27,-150.97,"Eelgrass",""
2264,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Taylor Bay","795",59.31,-151.03,"Eelgrass-Kelp","bare, sandy bottom, clear water. No catch (Taylor Bay west side of tide flat)"
2265,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Taylor Bay","796",59.31,-151.02,"Eelgrass-Kelp","eelgrass patches"
2266,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, West Arm","797",59.29,-151.13,"Kelp","clear water, sunny weather; kelp on bottom"
2267,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, West Arm","798",59.29,-151.12,"Eelgrass","eelgrass bottom; clear water, sunny."
2268,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, West Arm","799",59.3,-151.21,"Eelgrass","eelgrass bottom; very windy"
2269,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Sunday Harbor","800",59.27,-150.97,"Eelgrass","eelgrass bottom, overcast"
2270,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Sunday Harbor","801",59.27,-150.97,"Eelgrass",""
2271,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Sunday Harbor","802",59.27,-150.97,"Eelgrass",""
2272,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Sunday Harbor","803",59.27,-150.97,"Eelgrass",""
2273,"GOA","Gulf of Alaska","southeastern Alaska, Fritz Cove, Mendenhall Peninsula","1",58.34,-134.62,"not reported",""
2274,"GOA","Gulf of Alaska","southeastern Alaska, Fritz Cove, Mendenhall Peninsula","5",58.33,-134.61,"not reported",""
2275,"GOA","Gulf of Alaska","southeastern Alaska, Fritz Cove, Mendenhall Peninsula","6",58.33,-134.61,"not reported",""
2276,"GOA","Gulf of Alaska","southeastern Alaska, Fritz Cove","21",58.34,-134.56,"not reported",""
2277,"GOA","Gulf of Alaska","southeastern Alaska, Fritz Cove, Mendenhall Peninsula","22",58.34,-134.63,"not reported",""
2278,"GOA","Gulf of Alaska","southeastern Alaska, Fritz Cove, Mendenhall Peninsula","23",58.33,-134.62,"not reported",""
2279,"GOA","Gulf of Alaska","southeastern Alaska, Fritz Cove, Gastineau Channel","24",58.33,-134.5,"not reported",""
2280,"GOA","Gulf of Alaska","southeastern Alaska, Fritz Cove, Fish Creek","26",58.33,-134.6,"not reported",""
2281,"GOA","Gulf of Alaska","southeastern Alaska, Fritz Cove, Mendenhall Peninsula","30",58.33,-134.5,"Kelp",""
2282,"GOA","Gulf of Alaska","southeastern Alaska, Fritz Cove, Mendenhall Peninsula","32",58.33,-134.62,"not reported",""
2283,"GOA","Gulf of Alaska","southeastern Alaska, Fritz Cove, Mendenhall Peninsula","33",58.33,-134.62,"not reported",""
2284,"GOA","Gulf of Alaska","southeastern Alaska, Mud Bay","34",58.19,-136.02,"not reported",""
2286,"GOA","Gulf of Alaska","southeastern Alaska, Mud Bay","36",58.18,-135.99,"not reported",""
2287,"GOA","Gulf of Alaska","southeastern Alaska, Mud Bay","38",58.19,-135.98,"not reported",""
2288,"GOA","Gulf of Alaska","southeastern Alaska, Port Althorp","41",58.1,-136.27,"not reported",""
2289,"GOA","Gulf of Alaska","southeastern Alaska, Port Althorp","42",58.1,-136.28,"not reported",""
2290,"GOA","Gulf of Alaska","southeastern Alaska, Port Althorp","43",58.1,-136.28,"not reported",""
2291,"GOA","Gulf of Alaska","southeastern Alaska, False Bay","44",57.97,-134.93,"not reported",""
2292,"GOA","Gulf of Alaska","southeastern Alaska, False Bay","46",57.97,-134.93,"not reported",""
2293,"GOA","Gulf of Alaska","southeastern Alaska, Game Creek","47",58.08,-135.46,"not reported",""
2294,"GOA","Gulf of Alaska","southeastern Alaska, Neka Bay","50",57.95,-135.66,"not reported",""
2295,"GOA","Gulf of Alaska","southeastern Alaska, Neka Bay","51",57.95,-135.66,"not reported",""
2296,"GOA","Gulf of Alaska","southeastern Alaska, Whitestone Harbor","54",58.06,-135.09,"not reported",""
2297,"GOA","Gulf of Alaska","southeastern Alaska, Whitestone Harbor","55",58.06,-135.1,"not reported",""
2298,"GOA","Gulf of Alaska","southeastern Alaska, Kelp Bay","56",57.27,-134.99,"not reported",""
2299,"GOA","Gulf of Alaska","southeastern Alaska, Kelp Bay","57",57.26,-134.99,"not reported",""
2300,"GOA","Gulf of Alaska","southeastern Alaska, Kelp Bay","58",57.26,-134.99,"not reported",""
2301,"GOA","Gulf of Alaska","southeastern Alaska, Kelp Bay","59",57.33,-135.01,"not reported",""
2302,"GOA","Gulf of Alaska","southeastern Alaska, Kelp Bay","60",57.33,-135,"not reported",""
2304,"GOA","Gulf of Alaska","southeastern Alaska, Wilson Cove","62",57.16,-134.6,"not reported",""
2305,"GOA","Gulf of Alaska","southeastern Alaska, Wilson Cove","63",57.16,-134.61,"not reported",""
2306,"GOA","Gulf of Alaska","southeastern Alaska, Wilson Cove","64",57.15,-134.6,"not reported",""
2307,"GOA","Gulf of Alaska","southeastern Alaska, Chaik Bay","65",57.31,-134.48,"not reported",""
2308,"GOA","Gulf of Alaska","southeastern Alaska, Chaik Bay","66",57.31,-134.47,"not reported",""
2309,"GOA","Gulf of Alaska","southeastern Alaska, Goulding Harbor","67",57.79,-136.22,"not reported",""
2310,"GOA","Gulf of Alaska","southeastern Alaska, Goulding Harbor","69",57.79,-136.22,"not reported",""
